uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/156f8c5b-894a-4ccc-a70e-37a2726f3f00,work ergonomically,plan an ergonomic work station|work in an ergonomic way|work to set up an ergonomic work station
http://data.europa.eu/esco/skill/2180bd8c-86de-4889-8165-adac902eee9d,embedded systems,embedded software|embedded systems software architectures
http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,software frameworks,software engineering frameworks
http://data.europa.eu/esco/skill/2618f336-8e71-4666-83b5-f368edb0906d,cognitive psychology,human cognitive psychology
http://data.europa.eu/esco/skill/31d35d3d-2bf2-49aa-9c20-92566ef80277,use ICT systems,complete complex tasks through use of ICT systems|complete complex tasks through utilisation of ICT systems|conduct work activities using ICT systems|perform work tasks using ICT systems|use ICT|use computer systems|use information and communication technologies|use information and communication technology systems|utilise ICT systems|utilise information and communication technologies|work using ICT systems
http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,DB2 Connect|DB2 database software|DB2 for i|DB2 for z/OS|DB2 on Cloud|IBM DB2|IBM DB2 database software
http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,MySQL Classic Edition|MySQL Cluster CGE|MySQL Embedded (OEM/ISV)|MySQL Enterprise Edition|MySQL Standard Edition
http://data.europa.eu/esco/skill/51754b8a-3e2c-4cc1-86e6-cf510d9c6fe4,use personal protection equipment,examine personal safety gear|oversee PPE|oversee personal protection equipment|use equipment for personal protection
http://data.europa.eu/esco/skill/6eff134b-e34f-4d6e-a6e8-5e47cf2228d0,risk management,hazard manamagent|risk administration|risk assessment|risk governance
http://data.europa.eu/esco/skill/6fc6f757-6baa-49fe-9a82-6ba6a52f2e13,interpret mathematical information,apply mathematical reasoning|apply numeracy skills|apply numerical reasoning|demonstrate an understanding of numbers|enjoy working with numbers
http://data.europa.eu/esco/skill/7a17d7ce-01a2-4746-bbcc-22ffe22fa16e,monitor technology trends,follow technology industry trends and new technologies|keep abreast of technical innovations|keep up with the latest technology trends|monitor emerging technologies and industry trends|monitor trends and innovations in technology|stay up to date on existing and emerging technology trends|stay up to date with technology trends
http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,web application security threats,OWASP|open web application security project
http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,ICT project management,management of IT related projects
http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,mobile operating systems,Firefox OS|Sailfish OS|Tizen|Ubuntu Touch OS|cell phone operating systems
http://data.europa.eu/esco/skill/9ce670ec-318c-4a91-9179-03437db728dc,ICT software specifications,ICT application specifications|ICT programme specifications|ICT software specification|ICT software specifying|ICT system specifications|specify use of ICT software
http://data.europa.eu/esco/skill/9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0,conduct ICT code review,perform code reviews
http://data.europa.eu/esco/skill/a47d194d-0ffd-4aaa-b695-fbbe0255000e,design information system,design ICT system
http://data.europa.eu/esco/skill/a7f0fbe0-c546-4f30-8e41-34a58c64567e,data storage,file hosting service
http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,use CAD software,CAD software use|adopt CAD software|apply CAD software|handle CAD software|operate CAD software|use of CAD software|using CAD software
http://data.europa.eu/esco/skill/bf5d77ad-e18c-48d8-83f0-bc79c011c74a,develop professional network,build professional network|create professional network|develop pro network|develop professional networks|developing professional network
http://data.europa.eu/esco/skill/cf3e976d-2c3e-495c-a874-f9e8a66d3b48,perform backups,backup ICT system|backup data
http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,use technical documentation,read and use technical documentation|understand and implement technical documentation|use documentation that is technical|use technical documents
http://data.europa.eu/esco/skill/d9eaf831-9348-4330-a83e-b7c099cdc8f6,Teradata Database,Teradata|Teradata Integrated Data Warehouse
http://data.europa.eu/esco/skill/dcc96a49-0bac-4a9c-8f8e-a32b4e47e6eb,apply health and safety standards,administer health and safety standards|apply a health and safety standard|applying health and safety standards|employ health and safety standards|health and safety standard applications|implement health and safety standards|utilise health and safety standards
http://data.europa.eu/esco/skill/ddfe79e2-c2e3-4ba7-9bdf-3820b4f75b54,identify ICT user needs,ICT user needs identification techniques
http://data.europa.eu/esco/skill/f058bf62-70d1-4f5e-be2a-8b26fac24a96,design graphics,apply graphic design techniques|create graphic material
http://data.europa.eu/esco/skill/f9e788df-d68a-4f92-92c7-80e135fc35ff,ICT networking hardware,ICT networking devices|computer networking devices
http://data.europa.eu/esco/skill/0b071b01-4b40-4936-9d6d-d8c5609481b4,identify support mechanisms to develop your professional practice,find support mechanisms to develop your professional practice|identify support mechanism to develop your professional practice|identify support mechanisms to develop your pro practice|identifying support mechanisms to develop your professional practice|locate support mechanisms to develop your professional practice
http://data.europa.eu/esco/skill/2164e860-7f20-48bc-b98c-5d9f8a561550,design computer network,design LAN|design WAN|design local area network|design wide area network
http://data.europa.eu/esco/skill/2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d,provide technical documentation,compile and hand out documentation|document the product life cycle|prepare and distribute documentation|prepare technical documentation|provide documentation|provide documents|provide manufacturing documentation
http://data.europa.eu/esco/skill/33a82b83-c838-4889-ae62-fae1317481eb,protect personal data and privacy,defend online privacy and identity|keep online privacy and identity secure|protect digital identity|protect digital privacy|protect online privacy and identity|review online privacy settings|safeguard online identity and privacy|safeguard online privacy and identities|safeguard online privacy and identity|safeguarding online privacy and identity|take action to ensure online privacy
http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,backup systems reliability|disaster recovery best practice
http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,hardware components,components for hardware systems|components of hardware|components of hardware systems|hardware system components|hardware system parts|parts for hardware systems|range of hardware components|types of hardware components|typology of hardware components
http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b,ICT communications protocols,ICT communications protocols in automotive|IT communications protocols
http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,use back-up and recovery tools,back-up and recovery tools using|use back-up and recovery software|use back-up software|use back-up tools|use recovery software|use recovery tools|using back-up and recovery software|using back-up and recovery tools
http://data.europa.eu/esco/skill/be0ff6d8-5e61-4021-9c89-e40cf0b75cc6,measure software usability,perform software usability testing|usability evaluation
http://data.europa.eu/esco/skill/c2999f0c-eb37-4cdf-b9b0-82107b628794,style sheet languages,CSS|Document Style Semantics and Specification Language|Extensible Stylesheet Language|Formatted Output Specification Instance|SMIL Timesheets|cascading style sheets
http://data.europa.eu/esco/skill/db36f7f1-5900-45bd-9ffb-f2b19c4362ac,support ICT system users,provide guidance on the use|staff support|user assistance
http://data.europa.eu/esco/skill/e5b5053e-0ef6-4c4e-a3f2-42f955f4322c,implement a firewall,firewall implementing|implement network firewall|implementing a firewall|implementing network firewall|install a firewall|install a network security firewall|installing a firewall|installing a network security firewall|network firewall implementing
http://data.europa.eu/esco/skill/e6262391-ffda-4b8e-9f5c-89cf1a0e7384,audiovisual equipment,audio-visual apparatus|audio-visual devices|audio-visual gear|audio-visual instruments
http://data.europa.eu/esco/skill/eb3aa8c1-fb14-47b4-a352-b7975abd2480,replicate customer software issues,analyse customer software issues|analyse customer software problems|replicate customer software problems|simulate customer software issues|simulate customer software problems
http://data.europa.eu/esco/skill/f41d4cd2-58ed-4ad6-b9c1-a5175c88d392,manage facilities services,direct facilities services|manage facilities service|manage facility services|managing facilities services|oversee facilities services
http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT network routing,ICT network processes|ICT network routing processes|ICT network routing techniques|ICT network techniques
http://data.europa.eu/esco/skill/113b4428-0a31-4199-8496-070af7854b91,meet commitments,achieve goals|demonstrate commitment|demonstrate conscientiousness|demonstrate loyalty|demonstrate punctuality|demonstrate reliability|demonstrate steady effort|keep promises|meet commitment|meet targets|meeting commitments|show commitment|show conscientiousness|show reliability|show responsibility|work to deadlines
http://data.europa.eu/esco/skill/32428b21-514b-42c2-81b5-244a7804ea74,procurement of ICT network equipment,Alcatel-Lucent|Avaya|Ciena|Ericsson|Juniper Networks|NEC|network equipment vendors
http://data.europa.eu/esco/skill/3bddfd7c-ab6d-40c2-883d-5e97fb7640ba,create software design,create application design
http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b,decision support systems,decision support matrix|decision support software|decision-making tools
http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,carry out scientific research|conduct scientific research|engage in scientific research|performing scientific research
http://data.europa.eu/esco/skill/86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8,apply information security policies,comply with data protection regulations|apply data protection|data protection regulations|data security|ensure CIA|ensure confidentiality principles|information security policy|protect data|protect information|secure data
http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,manage contracts,contract management|maintain manage contracts|manage a contract|managing a contract|oversee manage contracts|regulate manage contracts|supervise manage contracts
